dữ liệu cũ trong outlook trong mail cũ fpt.com.vn có được backup và chuyển sang cho mail mới fpt.com hay không? vì đang dùng outlook bản web?,"Các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. Email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các mail chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần calendar và rule mail người dùng chủ động tạo lại từ đầu."
"dạ cho em hỏi là mail của em hiện tại có đăng ký dùng wifi áp dụng ưu đãi cho nhân viên, vậy khi chuyển qua mail mới thì có bị gì không ạ.
Cty có hỗ trợ chuyển qua mail mới trên hợp đồng wifi không ạ.?",Việc sử dụng gói cước ưu đãi không ảnh hưởng bởi việc chuyển đổi account. Người dùng có thể liên hệ tổng đài 19006600 để được hỗ trợ việc thay đổi email trên hợp đồng Internet của mình
Bao giờ thì tôi có account mới đây,"Account mới sẽ được gửi đến người dùng bắt đầu từ ngày 08/05/2023. Nếu có nhu cầu đặc biệt cần cấp sớm hơn, có thể tạo ticket với nhân sự để được active sớm"
Của tôi trước là gói E3 sao giờ lại là E1,"Nhân viên FTEL được cung cấp các gói email Office 365 là E0, E1, E3 hoặc email Exchange local. Tùy theo yêu cầu công việc, cấp bậc và số lượng license còn lại, FHR sẽ quyết định việc phân bổ gói Office 365 phù hợp. Nếu còn thắc mắc về gói Office 365 của mình thì bạn có thể liên hệ admin hoặc cán bộ HCNS đơn vị."
"tôi có được cung cấp đầy đủ thông tin về quy trình chuyển đổi từ @fpt.com.vn sang @fpt.com không?
","FTEL sẽ có các thông tin truyền thông và hướng dẫn chuyển đổi sang fpt.com cho người dùng trên kênh chính thức FoxNews. Mọi hỗ trợ kỹ thuật vui lòng liên hệ qua WorkChat ""FTEL IT Support"" tại https://fpt.workplace.com/chat/t/106694372414376"
"sao trong mailbox của tôi chỉ có mail năm 2023, email cũ đâu hết rồi?","Các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. Email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các mail chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần calendar và rule mail người dùng chủ động tạo lại từ đầu."
Các dữ liệu mail của tôi có được đồng bộ từ email cũ sang email mới không?,"Các email năm 2023 sẽ được chuyển trước để người dùng thuận tiện làm việc. Email trước đó sẽ được chuyển dần trong 2 tháng tiếp theo. Trong thời gian chuyển đổi, người dùng có thể login vào account cũ để xem lại các mail chưa được chuyển và gửi email từ địa chỉ cũ nếu cần. Phần calendar và rule mail người dùng chủ động tạo lại từ đầu."
Tài khoản cũ có còn sử dụng được nữa không ?,"Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau mốc này thì tập đoàn chưa có thông tin chính thức về việc duy trì địa chỉ cũ.Với các ứng dụng đã hoàn tất chuyển đổi xác thực, người dùng sử dụng account mới để đăng nhập. Các ứng dụng chưa hoàn tất chuyển đổi vui lòng đăng nhập bằng account cũ. Danh sách các ứng dựng có thể đăng nhập bằng account FPT.COM cập nhật tại đây...."
"Toàn bộ file dữ liệu được lưu trên trang fptcloud-my.sharepoint.com, hay tài khoản O365 sẽ được đồng bộ như nào? Người dùng có cần tải về backup ở máy hay không?","Ngoài email, toàn bộ dữ liệu trên Office365 sẽ không được tự động chuyển, bạn cần chủ động thực hiện việc chuyển đổi data này theo hướng dẫn. Vui long tham khảo hướng dẫn tại đây https://"
Sau này (sau hơn 2 năm) các email gửi tới @fpt.com.vn có được gửi về @fpt.com không ạ?,Email gửi vào địa chỉ cũ (fpt.com.vn) sẽ được duy trì forward sang địa chỉ mới (fpt.com) đến 13/9/2025. Sau mốc này thì tập đoàn chưa có thông tin chính thức về việc duy trì địa chỉ cũ.
